Token,Rank,Address,Balance
WINTER-450095,7,erd1l07rxps3vm008sejwrh7gp794cuakant987jc9ct5pd2g6hdkj6q5tmj8y,2000000000000
WINTER-450095,8,erd1k3nwhjhcdjd9pqak95j3ulfrvnctr6qxztrf7ljdpe44gc9pzwjqvsuzd0,2000000000000
WINTER-450095,9,erd1g65ux8kuq9xv34f5hczdch398sp79zf75tezzalhnr2m0rmmlhkq7k983d,2000000000000
WINTER-450095,10,erd1l8nzrg0t7hp9x4tz7gfv2vrw250gzxsy3ra3w2d9fracckmxzk8q7ww882,2000000000000
WINTER-312d18,1,erd1gc5nat2py8qk0k63vnj7ets0pp37h0jenjttx4hqwdgvyqdrjawsz56l7n,8000000000000000
WINTER-312d18,2,erd1ksz47exjllcwrrme7k3lhql5554wnkrx8ayl9kqggpwyqrt27xes87z8tk,2000000000000
WINTER-312d18,3,erd10ugfytgdndw5qmnykemjfpd7xrjs63f0r2qjhug0ek9gnfdjxq4s8qjvcx,2000000000000
WINTER-312d18,4,erd1z24a6g3t9j3l04cc9rmvrrj3mefuwa0u9434nth6m7tjuf62m8csmtq8up,2000000000000
WINTER-312d18,5,erd1x45vnu7shhecfz0v03qqfmy8srndch50cdx7m763p743tzlwah0sgzewlm,2000000000000
WINTER-312d18,6,erd1umdm7fy4fjpmc4gtz2wdz8t0p3nlt88n4gnal2y844unuk8c85rsyfwd3z,2000000000000
WINTER-312d18,7,erd1uryqezahrew0u9v2f3qp09tjppujcqmc5fz304pj4slqnh6uh6kshumnq6,2000000000000
WINTER-312d18,8,erd12stex47hwg0hvx8cfvukj3y3ugs7dm0686k3wasycffexva6ch9s7tvj29,2000000000000
WINTER-312d18,9,erd1lcygvgnpge9zelyxlzldst22r2y5qgvscpcfg5t5r9rhdjr3k9js3kkh7k,2000000000000
WINTER-312d18,10,erd1642edx4waa684y0vzrmfuxr0mxg22jxra8ye5xp6maxcpp5g6jgswpnaul,2000000000000
WINTER-03c72f,1,erd1ayrs3p7c4zv0fh75l34txswhgx7zuk5t067ykp6wwxz6a93stq8sjff4kt,8300000000000000
WINTER-03c72f,2,erd1f0dwxpl3vxe936cla2mkky7nym4g3xn4vgfz497dpupqul8uktzshxqj5l,2000000000000
WINTER-03c72f,3,erd1uryqezahrew0u9v2f3qp09tjppujcqmc5fz304pj4slqnh6uh6kshumnq6,2000000000000
WINTER-03c72f,4,erd1lkmanj8vfnsrsf7j5wh33wr3klmvsuwsh50l9flr53hl554t27asvywhkf,2000000000000
WINTER-03c72f,5,erd1x45vnu7shhecfz0v03qqfmy8srndch50cdx7m763p743tzlwah0sgzewlm,2000000000000
WINTER-03c72f,6,erd1kc7v0lhqu0sclywkgeg4um8ea5nvch9psf2lf8t96j3w622qss8sav2zl8,2000000000000
WINTER-03c72f,7,erd13xsdkqytfuthgfaq867sr0n5sxhvn0twmmlkrd8c29ltvw59d27s2dud48,2000000000000
WINTER-03c72f,8,erd1697297fn0356ksryh6xtedvjfas99cymkdr6f5cfgyyu0ryl5znszduq8q,2000000000000
WINTER-03c72f,9,erd1uqaayhjkqskrx3vrm64nen4tv07k8jn4av6juc8j22w02nhz6vesp7v28g,2000000000000
WINTER-03c72f,10,erd12499vxarkq24rt3gzprlhdpcwekqzz8gu962mp4ggcvr3pcj902s7z4zjy,2000000000000
WINTER-58b267,1,erd1w70f8llwuw6z3c8xcsyjngh7u7pt70s04aa2c553rz4jax4sykysrxzzex,8445000000000000
WINTER-58b267,2,erd1rru3374vq4lzupxvvfhdzyjz6tkfzmlkg9a5rywznknlg5nek0xsjsxjjp,7000000000000
WINTER-58b267,3,erd1cvuvh9tmptc6gjha89rqgyla6smcpqhde3vjuatnw6n9q5ylud3sa94jnc,7000000000000
WINTER-58b267,4,erd1umzx2wqaalnzfjcu0jnhw22x6kj7t5wt2q2jx0y8klfja3q82k5sl3c6ad,7000000000000
WINTER-58b267,5,erd1lcut6fn2crcjy7tzsjuspa94nqjyvews4hyvclr3cy9zzyan2qzsvj4548,7000000000000
WINTER-58b267,6,erd17vjrhjgqq25j8hhhvr959hg8fazrj04kcu26jqdvyt863wa3kkgqnkxvuj,7000000000000
WINTER-58b267,7,erd1eyanl6e752pgz45wcx5lcrtt9r8klpjr8978ej2g6zynl6d5g59qaf40ry,7000000000000
WINTER-58b267,8,erd168hlf9vdh5s7dq7fhuxszvmj3u0nrfyzf0pmd3lnhv6pn25r7ueqh5dth0,7000000000000
WINTER-58b267,9,erd13fxp9pycj8ejrkcsc830crzegqa5ffuffq0347c77ce6lh7ymzmqmxmep9,7000000000000
WINTER-58b267,10,erd1d4sldd7a2hpqkfhnyl2kmcfg45sf8gtf5lz8m9nu5e8nlwgfm9asyj2g8l,7000000000000
